label,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v,nose_x,nose_y,nose_z,nose_v
0,0.399340749,0.306302994,-0.192385212,0.999811947,0.615828931,0.310541332,-0.229482859,0.999900222,0.233608007,0.291313142,-0.087505654,0.998678744,0.780615211,0.283673823,-0.125038549,0.995823026,0.233234674,0.14678663,0.003863332,0.974831939,0.772779226,0.129065782,0.001701529,0.979481757,0.432202339,0.606832385,0.061547939,0.999812663,0.569702268,0.611167908,-0.06257008,0.999931693,0.247344628,0.626347601,0.335651398,0.995663941,0.781928241,0.625974596,0.193648964,0.997663498,0.215230405,0.85833931,0.539797902,0.985913694,0.800930917,0.871368885,0.410438508,0.995370686,0.230213821,0.899763763,0.573481739,0.967706919,0.781714261,0.913386464,0.439460635,0.984317303,0.137564182,0.86126101,0.658669353,0.961725891,0.89009732,0.879103959,0.532351732,0.984333932,0.515730262,0.191843957,0.034584198,0.999989748
0,0.588608861,0.26151067,0.0808888,0.998079896,0.436969697,0.259543657,0.074424669,0.999639392,0.633235693,0.405272692,-0.185012206,0.964324951,0.387386292,0.3973023,-0.179074198,0.970246851,0.525163293,0.371143401,-0.498096883,0.932509959,0.484657586,0.373283267,-0.449697673,0.941338897,0.561007619,0.564308643,-0.005039037,0.999129355,0.468399614,0.571287155,0.005043025,0.999624968,0.709160626,0.663675487,-0.368884057,0.985201001,0.331442833,0.676329494,-0.403698862,0.994978487,0.727934301,0.913500249,-0.096047863,0.976930618,0.295009494,0.917508245,-0.125933304,0.993198037,0.712337554,0.957017004,-0.076454133,0.938962579,0.308182776,0.958617151,-0.105285943,0.963955104,0.806880295,0.968518794,-0.250476867,0.932087004,0.219415963,0.959878445,-0.283571392,0.961968958,0.507744789,0.123629369,-0.218488291,0.999948621
0,0.607374072,0.281970233,0.081468344,0.998523057,0.469830334,0.288270831,0.096031591,0.998658061,0.61227262,0.435935259,-0.145959526,0.894530833,0.465759546,0.435934216,-0.148060039,0.880170286,0.557128012,0.340375036,-0.397312254,0.921013653,0.52083981,0.331176281,-0.430516511,0.900533497,0.581164062,0.55751431,-0.014093213,0.999587238,0.494294047,0.553530812,0.014049212,0.999656796,0.721283555,0.625178039,-0.329250127,0.990737259,0.349986553,0.619815886,-0.23322475,0.996496856,0.742970347,0.847114325,-0.027899129,0.987220943,0.324475586,0.826856315,0.06578619,0.994490385,0.727184951,0.884625435,-0.003415601,0.960002482,0.340495169,0.861289263,0.089860044,0.98042506,0.810737848,0.885563731,-0.142964929,0.955910087,0.252401859,0.887267828,-0.026500436,0.967303872,0.529402077,0.173946351,-0.176934808,0.999930859
0,0.538686872,0.406854719,0.016963035,0.999044716,0.433795601,0.413749844,0.009675578,0.999595702,0.622217357,0.409442753,-0.032052498,0.998673677,0.347233772,0.422374874,-0.032687772,0.999110639,0.627550125,0.288876951,-0.124426804,0.994105577,0.337950915,0.297768414,-0.130011544,0.995045066,0.517279208,0.661354542,-0.009155536,0.999192417,0.447732657,0.656490386,0.009076368,0.999641657,0.63561219,0.726222515,-0.217594922,0.993663788,0.328656882,0.71708566,-0.190764755,0.998246074,0.653144479,0.922540307,-0.030221948,0.991400361,0.315961152,0.918127894,-0.00807841,0.997825563,0.641408622,0.952503324,-0.016264187,0.981526911,0.328126013,0.948490322,0.00646324,0.993439019,0.702640891,0.961780667,-0.1277536,0.969526172,0.26327911,0.948869705,-0.087934189,0.984673977,0.485808253,0.322166175,-0.228685692,0.999996066
0,0.571245372,0.298479319,0.080118574,0.999661565,0.440896243,0.306747705,0.101041287,0.999870062,0.666341364,0.321044594,-0.049439248,0.999043882,0.336084217,0.331762314,0.011124195,0.999325037,0.6658777,0.195268631,-0.209146693,0.996308208,0.334085375,0.201663807,-0.121616572,0.997025788,0.549812257,0.589645445,-0.007860368,0.999138713,0.461627364,0.5855214,0.007738385,0.999686241,0.678590715,0.703782856,-0.233592689,0.997542381,0.329161853,0.695710063,-0.228250697,0.998859525,0.673396468,0.885731101,0.098717071,0.98921448,0.34544304,0.893728852,0.05208024,0.998671532,0.656937718,0.910693944,0.127296776,0.968914509,0.361903727,0.920506358,0.076505326,0.993565381,0.725466192,0.950839043,0.01605935,0.961889684,0.283694088,0.944020033,-0.033711568,0.990151465,0.501938343,0.19960627,-0.172470048,0.999998689
0,0.54973954,0.498631984,-0.0604144,0.99866271,0.447969884,0.502466798,-0.074753895,0.997296631,0.582631826,0.428532273,-0.141949296,0.993037999,0.414354771,0.429363012,-0.172769427,0.992140234,0.611780703,0.35317421,-0.254245311,0.989526033,0.377430677,0.354103297,-0.29380241,0.986567616,0.531968832,0.65791589,-0.009061127,0.999569952,0.455576658,0.655207455,0.009171542,0.999655485,0.662158608,0.693109751,-0.331712067,0.991388261,0.3229312,0.690701067,-0.295960158,0.997624099,0.681384325,0.808713794,-0.02738457,0.985305905,0.30210036,0.809684098,-0.009556149,0.996121466,0.670091808,0.825064063,-0.004988589,0.945190072,0.31162408,0.824530184,0.010850544,0.978231847,0.71614182,0.845407605,-0.161318481,0.948987484,0.270642102,0.848576069,-0.133865252,0.97756654,0.49857223,0.457001507,-0.326569319,0.999989033
0,0.627648771,0.332941592,-0.04970533,0.99959141,0.397647321,0.332043678,-0.054148883,0.999924064,0.81804204,0.339276433,-0.237514868,0.998164833,0.206996173,0.324406475,-0.178235874,0.99968946,0.875361443,0.184846312,-0.484023005,0.992175996,0.149542242,0.182907254,-0.407202631,0.998472512,0.596814394,0.637225151,-0.006548037,0.999055564,0.443057001,0.636778235,0.006477661,0.999650955,0.861432672,0.5779109,-0.57966578,0.993868411,0.167034686,0.573298275,-0.621263027,0.997691154,0.834881902,0.879806161,-0.405236334,0.986612916,0.182218581,0.866547525,-0.410511285,0.993218124,0.798027158,0.907613456,-0.395623803,0.965712428,0.218297958,0.890660703,-0.39395985,0.977973402,0.885712981,0.993623137,-0.661417127,0.970988333,0.151462913,0.983263731,-0.61404562,0.975262046,0.504993081,0.192489624,-0.54043901,0.999999642
0,0.547752857,0.318133593,-0.155333519,0.999691963,0.40039444,0.314168721,-0.156297788,0.99979645,0.570241749,0.469026208,-0.154047683,0.958500028,0.37735337,0.464344621,-0.138408944,0.931813776,0.627046943,0.578682661,-0.337628871,0.919081271,0.327712476,0.577504337,-0.293780446,0.933573306,0.517773569,0.576391399,0.003291819,0.999472678,0.417984337,0.575847328,-0.003407455,0.999837518,0.653342009,0.657708466,-0.322721928,0.994684637,0.294799864,0.674684107,-0.286708772,0.998360336,0.637211382,0.766932905,0.13296102,0.986752033,0.282200038,0.83235997,0.108466089,0.99764353,0.618390501,0.787824094,0.170806006,0.962946475,0.296806395,0.861591041,0.139594495,0.980832577,0.689805269,0.824442863,0.047441874,0.956420779,0.220860824,0.895111084,-0.005160885,0.984903574,0.469636798,0.183289483,-0.44815132,0.999994159
0,0.589273095,0.294998348,-0.011916429,0.999855876,0.439162284,0.290207028,-0.039999802,0.999803007,0.710038662,0.30723536,-0.106591821,0.997631192,0.314333379,0.295862705,-0.142929941,0.998629332,0.739509821,0.202835143,-0.340189874,0.989806354,0.291529149,0.189427555,-0.393284559,0.995261788,0.553271234,0.522645235,0.001026633,0.999749005,0.455005556,0.521806479,-0.000976522,0.999762595,0.654661,0.664946675,-0.174020216,0.998816013,0.357403457,0.677333117,-0.179940641,0.999307871,0.69366473,0.799398303,0.231418461,0.997417092,0.334384382,0.805849433,0.215706125,0.998248577,0.68480736,0.816202641,0.260248214,0.953460574,0.341247618,0.823885441,0.244745359,0.970561206,0.714016736,0.843039989,0.028144836,0.991722763,0.311044633,0.8533988,0.025828591,0.993654251,0.513550341,0.19892785,-0.397692502,0.999995947
0,0.618282497,0.266150683,0.052432112,0.998909235,0.432060719,0.268288076,0.053394955,0.999930024,0.734237492,0.323222727,-0.09515968,0.997251928,0.309829116,0.321013004,-0.054108869,0.998876035,0.774707973,0.157583416,-0.25603351,0.992099285,0.28187418,0.166541398,-0.234153539,0.99805367,0.578939915,0.580162406,-0.000547651,0.998239279,0.465273291,0.574552,0.000343418,0.999625921,0.765306711,0.609676301,-0.24431403,0.993355632,0.273329705,0.598882139,-0.282712281,0.998201132,0.768274069,0.84995085,0.04882887,0.988408148,0.251782358,0.857133746,-0.010595757,0.998078823,0.748518586,0.881923079,0.072316922,0.975529134,0.270258307,0.897561133,0.013419377,0.992815852,0.848382831,0.907630861,-0.058875691,0.960808337,0.162812293,0.909988999,-0.109103896,0.987184465,0.516815662,0.111901194,-0.270627558,0.999998569
0,0.595574975,0.309266895,0.118157677,0.999881148,0.363910615,0.329164267,0.153828949,0.999892116,0.740860581,0.410194784,0.066953346,0.996249139,0.226121753,0.450196773,0.137077957,0.994507253,0.842558742,0.290052205,-0.212278813,0.996588111,0.128719211,0.32812196,-0.131410718,0.996971607,0.580572128,0.613179326,-0.015567509,0.99915421,0.434086114,0.628454208,0.015722813,0.999537826,0.834476709,0.637488961,-0.486804515,0.988995433,0.203999072,0.70248878,-0.450396806,0.995214343,0.796574235,0.861923814,-0.041514024,0.973626137,0.270839214,0.917242885,-0.009920871,0.987832546,0.761129498,0.897982478,-0.003851136,0.962330818,0.295650661,0.952851236,0.028514016,0.972680211,0.892344296,0.929470479,-0.213763326,0.932982385,0.155249685,0.97267741,-0.174188077,0.948286414,0.477185965,0.217372864,-0.353780329,0.999999285
0,0.589273095,0.294998348,-0.011916429,0.999855876,0.439162284,0.290207028,-0.039999802,0.999803007,0.710038662,0.30723536,-0.106591821,0.997631192,0.314333379,0.295862705,-0.142929941,0.998629332,0.739509821,0.202835143,-0.340189874,0.989806354,0.291529149,0.189427555,-0.393284559,0.995261788,0.553271234,0.522645235,0.001026633,0.999749005,0.455005556,0.521806479,-0.000976522,0.999762595,0.654661,0.664946675,-0.174020216,0.998816013,0.357403457,0.677333117,-0.179940641,0.999307871,0.69366473,0.799398303,0.231418461,0.997417092,0.334384382,0.805849433,0.215706125,0.998248577,0.68480736,0.816202641,0.260248214,0.953460574,0.341247618,0.823885441,0.244745359,0.970561206,0.714016736,0.843039989,0.028144836,0.991722763,0.311044633,0.8533988,0.025828591,0.993654251,0.513550341,0.19892785,-0.397692502,0.999995947
0,0.612078726,0.312449157,0.050589416,0.999471605,0.37115249,0.317465514,-0.005111611,0.999764264,0.794251859,0.285349518,-0.031277169,0.999006212,0.177689493,0.299292266,-0.14025569,0.999628901,0.817777514,0.147022009,-0.27572304,0.996565878,0.168173641,0.160741717,-0.3917391,0.998184025,0.576734722,0.594144166,-0.00362501,0.999781787,0.422892064,0.595246494,0.003612612,0.999897003,0.789911449,0.726336956,-0.505166531,0.997807562,0.208507329,0.727680624,-0.524354398,0.99947387,0.762923777,0.904577911,0.167552158,0.995408118,0.247611016,0.893293142,0.111962438,0.999132693,0.734079301,0.932546139,0.220298633,0.986398041,0.271806628,0.923749685,0.163196713,0.994916201,0.8689484,0.956599951,-0.048654791,0.984837234,0.139585257,0.943018496,-0.090224527,0.99443239,0.490473092,0.207639843,-0.543236911,0.999999046
0,0.480633348,0.337005734,-0.005935352,0.999460518,0.381892771,0.347984612,-0.019081511,0.999697924,0.553154528,0.320073754,-0.036191504,0.998852253,0.304557711,0.33671245,-0.074862458,0.999476492,0.553981841,0.204609215,-0.116648175,0.99654007,0.291352749,0.212574646,-0.181536645,0.99697876,0.466586769,0.601590216,-0.005811713,0.999591768,0.402785599,0.602087617,0.005851305,0.999832392,0.56016326,0.678197086,-0.19924441,0.996820211,0.307457507,0.686208367,-0.1926222,0.999529123,0.568777859,0.839703977,0.03011013,0.994016647,0.295214862,0.856822014,0.014239605,0.999159813,0.558237553,0.867129087,0.047315829,0.982991636,0.307162642,0.886471748,0.030263733,0.994753003,0.609709501,0.876442492,-0.056925159,0.98130095,0.253253341,0.90338999,-0.065222628,0.994317353,0.431782633,0.252114445,-0.237547591,0.999997258
0,0.568213642,0.281669229,0.133599594,0.99928838,0.441425949,0.282461673,0.12637721,0.999658346,0.585800886,0.44832015,-0.076099969,0.922781169,0.42138505,0.440390527,-0.087943606,0.918818414,0.518250287,0.333554476,-0.274377704,0.921529233,0.493923008,0.33072722,-0.284641594,0.911324799,0.536677003,0.608879387,-0.006498194,0.999814093,0.455179363,0.600374758,0.006473768,0.999915004,0.683499932,0.677023888,-0.269274473,0.992549062,0.322429389,0.669822454,-0.259603828,0.998039067,0.671492398,0.923422396,-0.01113468,0.990146458,0.325184464,0.919675469,1.32E-05,0.997203112,0.65914017,0.956508458,0.01044707,0.969906211,0.33864367,0.961845398,0.022285298,0.982134461,0.727762103,0.966650784,-0.112329461,0.966702342,0.265371203,0.963023782,-0.090142556,0.980337501,0.499990046,0.14243862,-0.082559556,0.999995232
0,0.543065369,0.34445262,0.063932039,0.999510884,0.489432484,0.395360351,-0.175447077,0.999524355,0.587058544,0.248167068,0.078053676,0.968891025,0.408962816,0.445175946,-0.327476203,0.995924234,0.632223845,0.143703997,-0.015865874,0.991450489,0.423256874,0.346391231,-0.479346693,0.994060099,0.553046644,0.597646296,0.082945168,0.999895573,0.510100365,0.609966576,-0.082989767,0.999772847,0.664781928,0.64896369,0.002096926,0.997975886,0.421693891,0.715387702,-0.124977276,0.999708474,0.65777564,0.80358398,0.105621226,0.997418046,0.339843392,0.804432034,-0.047372822,0.999508023,0.640199721,0.829272985,0.109947406,0.991740704,0.327460408,0.81854254,-0.042916112,0.991143942,0.697468877,0.848650575,0.041718189,0.993807256,0.337322533,0.860458255,-0.12573576,0.997807443,0.522527397,0.280747741,-0.133925974,0.999961615
0,0.560683191,0.358023703,-0.053049248,0.999482632,0.480208933,0.362024158,-0.0483988,0.999809206,0.618465245,0.384389043,-0.099004045,0.999004543,0.423896909,0.387000501,-0.085964054,0.999620557,0.627989471,0.284056187,-0.188333988,0.996769905,0.415657789,0.288259476,-0.169429228,0.998823583,0.550644636,0.563160181,-0.007763298,0.998255551,0.500685811,0.561838627,0.007739833,0.999452651,0.625935912,0.60109812,-0.22082974,0.992034853,0.422990918,0.607140362,-0.197024912,0.997100055,0.632671058,0.756549716,-0.04345081,0.984808564,0.427851766,0.7566818,-0.030589098,0.994901896,0.622770131,0.782907426,-0.028799705,0.965952992,0.437357903,0.77999711,-0.016453616,0.985672593,0.659355819,0.795958221,-0.107440516,0.959515691,0.397471249,0.794956148,-0.088452607,0.975195825,0.517206252,0.287094116,-0.223622441,0.999993443
0,0.689459801,0.464370906,0.017997649,0.999680996,0.598341346,0.463596046,0.015881222,0.999856472,0.757977068,0.477370888,-0.09479963,0.999169707,0.526042163,0.479831994,-0.096678816,0.999735892,0.756617606,0.381945133,-0.222525239,0.997125447,0.533888996,0.378215581,-0.219651699,0.998512208,0.669976711,0.710836291,-0.003045429,0.999533772,0.6105268,0.705205023,0.002963839,0.999746621,0.746728599,0.826137304,-0.198658764,0.997572243,0.52950865,0.813974142,-0.168716624,0.99901247,0.73331666,0.967823982,0.031827223,0.99066329,0.533438087,0.96676755,0.020681027,0.997871876,0.724200964,0.987130284,0.050939512,0.968791425,0.541540861,0.986229002,0.03602219,0.98561573,0.754060626,1.007525444,-0.033895098,0.972102046,0.503987253,0.999480188,-0.047042634,0.986917377,0.644446611,0.376444131,-0.164168015,0.999999285
0,0.582702577,0.30518797,-0.047643185,0.999896646,0.420453548,0.301760465,-0.06895569,0.999969363,0.62012881,0.454558313,-0.007732552,0.970600307,0.377501011,0.44855997,-0.037209474,0.978032947,0.656940103,0.587702513,-0.144606158,0.908084929,0.342209131,0.579874277,-0.161146313,0.945256948,0.549094021,0.586706042,-0.000871335,0.999457061,0.452629507,0.585344911,0.000880566,0.99981302,0.687799394,0.643060982,-0.320652336,0.98741734,0.321655095,0.652394056,-0.350628883,0.99587822,0.667181194,0.880334377,-0.122456454,0.983705759,0.317128152,0.885944605,-0.120678782,0.994453728,0.65252769,0.916800976,-0.111006185,0.970654726,0.333066642,0.922296643,-0.104963429,0.98012197,0.727572441,0.92741102,-0.262987018,0.95618093,0.252975523,0.932285607,-0.256106377,0.973574638,0.500616431,0.189488411,-0.363745481,0.999998808
0,0.387056857,0.296582818,0.058304574,0.999700546,0.652638793,0.295958698,0.097014882,0.999758303,0.189706281,0.338925391,0.175984085,0.99841845,0.862872183,0.306004196,0.286588341,0.990845382,0.09984374,0.186368257,0.372059107,0.977083325,0.880122304,0.138143063,0.545102119,0.893212914,0.423808396,0.62786144,0.013717742,0.999790609,0.609089732,0.633254707,-0.015099411,0.999830484,0.194256365,0.676169157,0.31432879,0.998402536,0.807867527,0.650586486,0.336165696,0.997043788,0.178515732,0.943739653,0.393378913,0.987478256,0.849125087,0.908243299,0.399982423,0.992188096,0.207231969,0.989892244,0.422702432,0.977561891,0.827701032,0.948200703,0.423439354,0.987288952,0.081274569,0.938849807,0.579993665,0.944926977,0.906738043,0.911787271,0.585830688,0.956620812,0.510888159,0.161186576,0.638997436,0.999995828
